tid,src,dst,amt,time,day_of_week,is_fraud
713,p4781,p4462,597.96,13,1,False
714,p3184,p3965,606.83,8,2,False
715,p2793,p3825,420.6,18,4,False
716,p994,p991,627.74,22,1,False
717,p4144,p853,699.51,7,1,False
718,p3945,p3280,537.44,23,6,False
719,p4901,p1069,594.71,5,4,False
720,p134,p4614,695.55,7,2,False
721,p525,p3774,602.11,15,4,False
722,p3893,p1014,684.34,14,2,False
723,p862,p2188,395.8,14,1,False
724,p4968,p260,616.16,12,1,False
725,p4983,p1457,512.67,6,6,False
726,p788,p2958,323.15,24,4,False
727,p2063,p4402,444.12,16,5,False
728,p4559,p4897,220.27,2,6,False
729,p1046,p2877,764.44,9,3,False
730,p295,p3082,752.71,8,7,False
731,p2139,p3124,383.83,6,2,False
732,p2018,p1718,764.99,10,6,False
733,p3472,p2284,607.26,24,5,False
734,p1428,p3937,850.32,7,3,False
735,p577,p2511,195.03,8,3,False
736,p1111,p2837,465.89,20,1,False
737,p3046,p828,620.23,10,3,False
738,p1896,p3578,621.42,12,2,False
739,p1147,p1585,648.91,3,3,False
740,p3462,p2877,757.9,9,2,False
741,p4243,p136,283.76,12,7,False
742,p4850,p3599,187.97,20,6,False
743,p3707,p2819,395.58,21,5,False
744,p4458,p4647,362.75,22,2,False
745,p1189,p453,347.79,20,3,False
746,p3134,p4930,650.97,22,7,False
747,p4998,p4994,671.68,14,7,False
748,p2781,p3487,237.2,6,6,False
749,p2521,p3126,415.74,17,1,False
750,p4096,p3957,564.65,5,1,False
751,p1411,p3676,775.79,13,7,False
752,p1703,p1253,400.78,16,3,False
753,p3023,p3056,288.59,21,4,False
754,p2372,p2948,966.85,20,6,False
755,p171,p1197,271.82,17,2,False
756,p3286,p1787,427.72,4,7,False
757,p1076,p1985,343.12,24,3,False
758,p2131,p2824,741.33,8,4,False
759,p2092,p4938,525.28,12,5,False
760,p968,p1058,519.65,12,3,False
761,p2385,p2162,100.22,23,3,False
762,p2230,p3361,516.44,13,2,False
763,p2775,p4022,704.03,5,1,False
764,p1137,p2927,629.14,5,4,False
765,p3827,p4380,644.77,24,1,False
766,p4885,p4190,494.38,20,7,False
767,p335,p3145,483.57,16,6,False
768,p3725,p1814,660.85,24,4,False
769,p527,p3629,78.76,10,2,False
770,p2973,p1686,589.81,17,5,False
771,p41,p3909,76.46,22,5,False
772,p4432,p1238,864.04,2,2,False
773,p3028,p250,304.17,17,1,False
774,p1763,p450,329.55,17,6,False
775,p4678,p2932,780.06,19,1,False
776,p1308,p3685,401.83,17,1,False
777,p954,p939,655.76,14,1,False
778,p3489,p3880,532.4,6,2,False
779,p4659,p2888,201.61,23,4,False
780,p3727,p481,683.21,4,4,False
781,p19,p1165,384.27,10,4,False
782,p1116,p3024,218.79,18,5,False
783,p3327,p721,791.46,8,4,False
784,p3621,p1528,438.0,24,7,False
785,p4196,p2975,369.84,24,2,False
786,p1288,p2539,586.53,15,1,False
787,p4255,p914,602.83,20,2,False
788,p3507,p1574,262.49,16,6,False
789,p3253,p208,346.18,6,1,False
790,p273,p2064,975.12,2,6,False
791,p2026,p2700,821.12,20,6,False
792,p3539,p607,398.34,7,5,False
793,p3996,p1386,791.34,23,6,False
794,p4062,p3593,798.75,4,6,False
795,p2665,p1525,612.93,11,5,False
796,p2771,p4456,609.74,16,6,False
797,p445,p2129,473.32,11,3,False
798,p3001,p3631,735.6,23,1,False
799,p3295,p3222,629.18,16,4,False
800,p1803,p938,674.6,10,4,False
801,p4242,p4652,470.23,23,7,False
802,p546,p4513,151.58,22,4,False
803,p1341,p2527,825.5,2,4,False
804,p2728,p339,481.11,10,7,False
805,p4976,p725,499.04,22,3,False
806,p2455,p1902,738.53,4,2,False
807,p3361,p4984,594.6,24,3,False
808,p4874,p50,481.27,11,7,False
809,p3831,p4298,122.46,14,1,False
810,p2182,p3284,252.86,17,2,False
811,p2861,p635,399.26,7,3,False
812,p4108,p2770,654.99,2,1,False
813,p1074,p2298,540.24,13,2,False
814,p4387,p3693,860.99,2,7,False
815,p409,p3206,327.23,8,6,False
816,p168,p1629,858.56,19,3,False
817,p4843,p1179,643.57,19,7,False
818,p178,p2341,553.51,2,6,False
819,p1223,p4086,748.42,21,7,False
820,p305,p783,426.18,16,1,False
821,p1374,p876,668.4,22,7,False
822,p4967,p2398,787.49,5,7,False
823,p3610,p2511,830.33,18,6,False
824,p4478,p351,281.29,23,5,False
825,p1743,p2254,284.51,5,2,False
826,p2377,p3381,464.35,12,4,False
827,p1508,p1106,764.75,5,3,False
828,p1423,p2352,701.91,3,5,False
829,p2000,p2951,699.51,17,3,False
830,p2473,p3338,489.94,14,6,False
831,p3428,p3827,799.19,8,1,False
832,p2197,p264,278.57,10,2,False
833,p2211,p4581,825.24,11,2,False
834,p295,p3098,735.89,16,7,False
835,p4790,p2623,662.89,13,3,False
836,p317,p1873,572.24,11,3,False
837,p716,p1481,474.21,2,1,False
838,p4505,p1056,900.48,21,2,False
839,p332,p1424,436.12,13,3,False
840,p366,p3185,375.44,22,2,False
841,p4751,p3363,245.16,3,6,False
842,p2623,p81,389.89,2,1,False
843,p3994,p3975,496.52,10,5,False
844,p1737,p1318,846.13,8,3,False
845,p1768,p526,272.54,4,4,False
846,p409,p2060,384.24,9,4,False
847,p726,p3374,814.33,12,6,False
848,p3350,p4857,682.87,6,7,False
849,p1027,p2611,168.67,9,1,False
850,p1893,p2534,872.19,14,3,False
851,p2999,p2087,236.69,18,4,False
852,p4120,p416,641.28,24,7,False
853,p1154,p2921,474.37,14,5,False
854,p504,p3325,710.93,22,6,False
855,p4450,p1060,247.68,10,6,False
856,p1573,p4749,496.65,16,3,False
857,p641,p3398,468.05,4,2,False
858,p194,p4834,848.68,6,5,False
859,p1845,p3506,598.15,20,7,False
860,p2622,p3161,541.61,21,6,False
861,p1976,p4928,391.94,1,7,False
862,p4418,p4858,554.27,3,7,False
863,p4780,p3369,487.21,10,5,False
864,p4427,p4960,34.68,20,4,False
865,p17,p2511,400.52,1,6,False
866,p2974,p3068,169.36,8,7,False
867,p1068,p4551,505.87,2,1,False
868,p1991,p1944,497.21,20,1,False
869,p3863,p4593,277.27,17,1,False
870,p136,p3089,162.05,5,3,False
871,p671,p2254,599.75,18,1,False
872,p2394,p1567,253.17,14,5,False
873,p4013,p4184,424.29,16,3,False
874,p414,p4435,549.11,6,5,False
875,p233,p3665,500.0,16,5,False
876,p3550,p4682,762.47,14,5,False
877,p1212,p4619,524.49,6,2,False
878,p899,p4559,634.83,12,7,False
879,p458,p2190,521.11,12,7,False
880,p4286,p3244,363.38,4,5,False
881,p4276,p2548,598.71,1,1,False
882,p1253,p3143,355.78,5,5,False
883,p4487,p2063,580.56,13,5,False
884,p4006,p4146,199.14,13,7,False
885,p3904,p4900,262.3,10,4,False
886,p2421,p216,376.36,6,1,False
887,p2454,p4387,408.7,21,3,False
888,p1268,p3578,624.8,23,7,False
889,p4564,p1277,118.99,24,5,False
890,p4921,p1605,160.47,22,2,False
891,p4588,p1148,477.69,12,6,False
892,p2054,p2965,693.12,10,3,False
893,p2387,p2107,391.28,17,5,False
894,p1445,p48,712.0,22,6,False
895,p4795,p4906,330.19,7,6,False
896,p4889,p1795,404.42,8,3,False
897,p1149,p2341,734.61,13,3,False
898,p4876,p3472,532.13,11,1,False
899,p4188,p4485,504.69,13,7,False
900,p553,p218,468.6,23,3,False
901,p1539,p280,653.2,13,6,False
902,p4086,p2239,252.03,11,3,False
903,p3605,p1515,574.98,5,1,False
904,p938,p5,123.92,15,5,False
905,p1402,p2825,278.59,7,6,False
906,p4536,p1115,661.14,16,1,False
907,p3433,p4948,418.18,18,6,False
908,p4479,p4141,555.37,12,6,False
909,p1096,p4127,449.73,8,4,False
910,p2149,p2433,546.22,23,1,False
911,p4820,p605,146.0,15,1,False
912,p4902,p4517,485.87,21,6,False
913,p4648,p2931,262.76,7,3,False
914,p3388,p3835,683.03,14,5,False
915,p3871,p1256,617.88,7,6,False
916,p3708,p1840,925.36,3,7,False
917,p2400,p2672,554.16,20,2,False
918,p2867,p3085,562.76,15,5,False
919,p3464,p4379,518.2,19,2,False
920,p3485,p2219,257.35,3,2,False
921,p2075,p411,473.85,1,5,False
922,p196,p3012,813.39,17,5,False
923,p1195,p350,825.74,7,6,False
924,p1956,p4207,315.96,21,2,False
925,p4565,p3988,473.03,23,2,False
926,p131,p2005,429.45,13,3,False
927,p1002,p629,315.1,13,3,False
928,p2003,p1404,660.04,20,5,False
929,p4055,p789,649.39,18,2,False
930,p4413,p804,506.95,8,2,False
931,p4754,p2582,669.05,13,5,False
932,p2124,p4209,531.32,24,1,False
933,p2696,p4650,300.1,8,6,False
934,p422,p4904,373.28,21,2,False
935,p4503,p596,274.23,24,3,False
936,p1227,p519,493.16,9,7,False
937,p1425,p374,486.78,15,5,False
938,p4409,p1503,697.93,4,3,False
939,p3424,p1106,145.49,16,6,False
940,p3815,p364,490.28,12,2,False
941,p2576,p3180,296.25,21,1,False
942,p1383,p3219,106.19,16,5,False
943,p4100,p4913,665.29,7,3,False
944,p1927,p1204,281.42,20,6,False
945,p3754,p971,287.86,11,3,False
946,p1896,p333,645.68,10,2,False
947,p2386,p2538,599.36,13,3,False
948,p3195,p2982,855.68,5,7,False
949,p2394,p1105,183.33,12,5,False
950,p1348,p1825,636.56,2,5,False
951,p1051,p98,827.48,4,5,False
952,p4816,p883,283.23,15,4,False
953,p2661,p3004,669.1,1,6,False
954,p3041,p2512,812.12,23,5,False
955,p60,p3431,221.63,5,3,False
956,p3961,p947,503.0,10,4,False
957,p3908,p2129,330.68,9,2,False
958,p4583,p2945,783.89,24,1,False
959,p1043,p3337,454.85,20,6,False
960,p4651,p1673,681.62,4,2,False
961,p246,p976,177.72,8,4,False
962,p4436,p4231,746.31,6,6,False
963,p4022,p2009,525.78,11,3,False
964,p4206,p2138,683.08,10,3,False
965,p1664,p1133,770.6,19,1,False
966,p4450,p4031,906.08,11,6,False
967,p2618,p3568,516.33,16,4,False
968,p3285,p3516,143.42,15,4,False
969,p3524,p2507,630.07,4,2,False
970,p129,p733,170.94,13,5,False
971,p1539,p280,654.15,10,2,False
972,p2955,p4104,475.71,9,6,False
973,p1708,p899,199.44,6,5,False
974,p3211,p3786,365.1,10,4,False
975,p1928,p2739,794.05,16,2,False
976,p1428,p827,757.97,11,3,False
977,p3568,p1862,250.73,13,4,False
978,p3778,p2601,224.24,20,3,False
979,p4973,p2438,623.96,16,4,False
980,p2680,p2931,376.54,12,5,False
981,p1157,p434,496.56,18,3,False
982,p358,p94,363.64,8,4,False
983,p1952,p1142,254.76,3,2,False
984,p1894,p1005,399.44,6,1,False
985,p148,p1480,397.59,24,7,False
986,p363,p1774,202.92,18,3,False
987,p2068,p3409,420.3,13,7,False
988,p3029,p4481,400.71,15,1,False
989,p1658,p3328,670.97,12,7,False
990,p1384,p1827,92.95,23,1,False
991,p3539,p1498,337.28,10,3,False
992,p3374,p3278,731.93,14,5,False
993,p1525,p2479,190.02,5,2,False
994,p4234,p4775,274.03,23,1,False
995,p1214,p3528,65.4,8,5,False
996,p4309,p3757,43.53,1,6,False
997,p4177,p3293,371.28,4,4,False
998,p4470,p2842,117.98,5,7,False
999,p2999,p2087,251.51,22,4,False
1000,p3773,p3567,895.61,12,3,False
1001,p2246,p1391,832.88,12,5,False
1002,p3186,p4189,507.44,4,6,False
1003,p882,p3415,951.84,1,4,False
1004,p3751,p2625,551.05,20,6,False
1005,p2399,p4738,401.26,24,4,False
1006,p4746,p4745,538.25,20,4,False
1007,p789,p2806,586.16,1,3,False
1008,p1535,p2756,424.85,7,7,False
1009,p4059,p3879,439.37,24,4,False
1010,p720,p419,591.26,22,3,False
1011,p1689,p3821,915.97,19,4,False
1012,p650,p957,320.23,22,2,False
1013,p2576,p3180,107.24,21,1,False
1014,p2445,p2978,360.24,6,3,False
1015,p1953,p431,459.44,4,7,False
1016,p1855,p4902,139.35,18,4,False
1017,p920,p1123,621.08,13,5,False
1018,p263,p4716,647.85,13,1,False
1019,p2630,p142,461.86,2,7,False
1020,p3975,p954,412.55,10,5,False
1021,p2696,p590,324.9,2,6,False
1022,p221,p1418,218.87,10,2,False
1023,p566,p1439,663.27,14,1,False
1024,p3567,p4977,533.33,16,2,False
1025,p2358,p4127,203.69,1,5,False
1026,p181,p1750,551.53,14,5,False
1027,p4845,p2570,484.62,16,1,False
1028,p2789,p3233,421.57,14,4,False
1029,p3357,p4368,365.54,13,2,False
1030,p122,p1032,726.59,6,1,False
1031,p3982,p4882,269.05,21,3,False
1032,p3974,p2438,390.3,5,6,False
1033,p1831,p1718,693.65,19,6,False
1034,p186,p2825,544.56,14,2,False
1035,p1708,p258,138.83,2,5,False
1036,p3129,p3984,433.84,5,7,False
1037,p2063,p4572,486.0,16,6,False
1038,p1905,p3338,713.35,15,1,False
1039,p2971,p433,680.72,18,6,False
1040,p938,p3132,140.03,12,5,False
1041,p377,p3022,483.92,6,7,False
1042,p2211,p4581,829.03,9,2,False
1043,p3261,p1516,205.71,20,5,False
1044,p3528,p1903,744.93,18,4,False
1045,p3570,p2943,569.36,22,6,False
1046,p2234,p971,372.3,1,6,False
1047,p3913,p4377,285.48,10,4,False
1048,p4398,p4809,216.99,7,2,False
1049,p2981,p491,522.96,8,4,False
1050,p3864,p144,191.6,23,7,False
1051,p2349,p1810,759.46,14,3,False
1052,p4103,p4400,420.4,16,2,False
1053,p177,p803,712.25,16,5,False
1054,p3953,p4725,474.45,11,4,False
1055,p2513,p4767,554.91,16,2,False
1056,p4224,p3937,659.22,7,4,False
1057,p2365,p621,566.63,13,4,False
1058,p1925,p1805,311.7,14,1,False
1059,p3054,p1747,675.19,2,7,False
1060,p2209,p3832,224.74,20,5,False
1061,p1374,p876,727.98,19,3,False
1062,p507,p725,408.12,13,7,False
1063,p1168,p4411,427.25,19,3,False
1064,p1488,p1293,253.25,21,7,False
1065,p447,p4168,249.6,21,5,False
1066,p1636,p1937,614.98,10,6,False
1067,p4657,p3269,489.89,15,2,False
1068,p3773,p3976,496.48,14,3,False
1069,p2545,p958,697.79,11,2,False
1070,p1721,p2397,37.26,11,6,False
1071,p4629,p475,487.62,5,5,False
1072,p696,p2940,362.06,22,5,False
1073,p3695,p3195,302.34,21,6,False
1074,p3165,p1250,215.84,8,6,False
1075,p3512,p2453,648.07,13,7,False
1076,p2104,p3554,534.53,11,6,False
1077,p3613,p4922,611.59,5,4,False
1078,p1560,p119,476.19,9,6,False
1079,p2052,p1662,343.32,12,2,False
1080,p179,p317,225.06,2,7,False
1081,p515,p2791,729.2,20,6,False
1082,p4701,p4921,820.94,5,1,False
1083,p1323,p1722,385.69,22,3,False
1084,p1169,p1275,349.39,2,3,False
1085,p4517,p4907,505.27,2,7,False
1086,p3636,p4532,825.0,7,4,False
1087,p4501,p2991,282.53,12,6,False
1088,p2976,p866,759.92,16,4,False
1089,p3004,p2954,556.57,3,6,False
1090,p4671,p1757,736.5,12,6,False
1091,p2793,p3018,449.7,21,7,False
1092,p3030,p1596,421.53,13,1,False
1093,p1557,p4169,772.5,4,5,False
1094,p3814,p2480,432.89,16,1,False
1095,p4245,p4201,882.15,17,6,False
1096,p320,p1693,699.8,18,7,False
1097,p1432,p4532,443.41,23,5,False
1098,p570,p334,432.68,23,6,False
1099,p1693,p3066,719.94,3,3,False
1100,p164,p3015,728.0,23,5,False
1101,p4882,p2985,542.89,15,6,False
1102,p4369,p3399,805.23,11,2,False
1103,p3261,p656,210.67,1,1,False
1104,p2698,p1412,359.41,14,7,False
1105,p4430,p2350,286.06,22,6,False
1106,p433,p4181,741.03,8,5,False
1107,p594,p2692,375.8,15,4,False
1108,p3537,p3981,488.03,4,2,False
1109,p1895,p878,484.67,13,1,False
1110,p1511,p774,708.25,22,3,False
1111,p3396,p742,666.51,15,4,False
1112,p3369,p4373,724.71,12,4,False
1113,p2102,p3714,379.71,16,4,False
1114,p4385,p375,812.69,21,6,False
1115,p2713,p3511,512.45,19,2,False
1116,p1179,p2833,141.76,1,2,False
1117,p1825,p4205,359.78,15,3,False
1118,p2817,p1759,377.06,7,5,False
1119,p501,p4640,328.52,16,6,False
1120,p4347,p3027,300.26,12,4,False
1121,p4854,p634,189.37,9,1,False
1122,p931,p3198,246.66,15,5,False
1123,p1730,p1798,383.44,9,5,False
1124,p4902,p3103,500.71,11,6,False
1125,p1581,p4188,874.48,3,7,False
1126,p22,p782,571.21,12,4,False
1127,p3333,p3791,671.84,10,4,False
1128,p3766,p3073,795.42,21,7,False
1129,p90,p1781,771.29,19,1,False
1130,p403,p2440,774.49,12,2,False
1131,p447,p1154,241.32,18,5,False
1132,p1573,p2415,313.05,13,3,False
1133,p2700,p3846,465.75,4,3,False
1134,p3505,p3581,253.5,15,3,False
1135,p2326,p64,603.5,24,3,False
1136,p4373,p2802,362.45,16,7,False
1137,p3403,p904,360.61,8,6,False
1138,p2387,p4680,436.0,18,3,False
1139,p70,p2081,304.74,4,6,False
1140,p2471,p3210,819.25,23,4,False
1141,p3007,p2619,577.9,14,4,False
1142,p763,p1070,425.65,8,5,False
1143,p4358,p2493,96.75,16,4,False
1144,p254,p481,215.85,16,5,False
1145,p1266,p2703,391.77,19,2,False
1146,p4886,p2267,839.38,10,3,False
1147,p1597,p2022,168.79,22,3,False
1148,p1917,p4158,339.22,9,5,False
1149,p1596,p1499,567.02,13,6,False
1150,p2173,p4844,531.23,8,1,False
1151,p4222,p3272,396.38,17,7,False
1152,p3352,p2575,493.7,8,5,False
1153,p2750,p2720,913.23,17,5,False
1154,p4299,p3206,313.92,3,4,False
1155,p3462,p516,816.81,23,4,False
1156,p262,p4192,926.81,23,4,False
1157,p2991,p3297,685.93,3,6,False
1158,p4812,p3055,360.58,17,3,False
1159,p1986,p2611,409.82,10,5,False
1160,p380,p1031,433.7,23,7,False
1161,p4699,p184,313.72,7,2,False
1162,p4039,p2194,677.86,12,2,False
1163,p428,p3022,365.2,5,3,False
1164,p84,p2277,626.64,21,7,False
1165,p269,p2480,381.29,18,4,False
1166,p4641,p4798,391.95,14,1,False
1167,p4456,p2825,363.1,21,6,False
1168,p1870,p4098,131.32,5,7,False
1169,p897,p4656,436.43,9,1,False
1170,p2112,p4516,58.83,15,2,False
1171,p769,p4686,310.47,7,4,False
1172,p775,p1155,367.28,20,5,False
1173,p2805,p4190,652.0,20,1,False
1174,p4891,p4918,311.46,10,3,False
1175,p4382,p3465,435.94,18,2,False
1176,p1202,p4569,739.82,14,4,False
1177,p600,p1977,709.65,16,3,False
1178,p914,p4912,407.31,10,6,False
1179,p3579,p1936,800.98,7,5,False
1180,p3314,p3873,685.12,13,4,False
1181,p1904,p3786,547.85,24,2,False
1182,p1062,p4798,138.93,8,7,False
1183,p3928,p208,504.68,8,3,False
1184,p694,p1693,754.83,24,2,False
1185,p3528,p1028,297.09,16,4,False
1186,p555,p2353,712.44,5,7,False
1187,p2292,p3839,118.26,14,2,False
1188,p4292,p1699,651.72,16,7,False
1189,p4909,p3991,283.24,8,1,False
1190,p1806,p3841,511.86,16,2,False
1191,p3159,p1937,561.45,17,2,False
1192,p4177,p4794,405.31,24,7,False
1193,p4649,p2998,477.02,4,2,False
1194,p747,p3618,554.65,13,6,False
1195,p2768,p1265,813.19,13,4,False
1196,p127,p3065,400.71,13,5,False
1197,p41,p1800,68.52,20,5,False
1198,p601,p3248,335.27,14,4,False
1199,p4924,p1976,535.78,2,3,False
1200,p4626,p1178,452.11,8,4,False
1201,p1116,p3328,384.07,21,4,False
1202,p1985,p710,425.1,5,3,False
1203,p3362,p4810,460.2,12,4,False
1204,p999,p2338,269.28,16,5,False
1205,p4054,p3730,749.35,7,4,False
1206,p910,p961,368.99,22,7,False
1207,p4873,p4869,154.67,2,2,False
1208,p4337,p3647,351.53,19,3,False
1209,p478,p4775,228.24,16,3,False
1210,p132,p4438,269.5,13,3,False
1211,p2739,p3837,337.67,22,4,False
1212,p2230,p3307,670.95,11,2,False
1213,p220,p141,820.85,4,4,False
1214,p2846,p2410,404.47,24,2,False
1215,p939,p644,299.7,11,2,False
1216,p121,p4368,366.21,8,5,False
1217,p1934,p259,391.74,22,7,False
1218,p2176,p3314,372.28,11,4,False
1219,p3699,p891,145.49,21,4,False
1220,p3284,p185,417.84,4,1,False
1221,p4421,p864,691.23,12,4,False
1222,p4957,p2721,165.08,6,1,False
1223,p990,p443,755.45,10,1,False
1224,p4422,p1540,303.44,17,6,False
1225,p2210,p4827,300.43,8,5,False
1226,p3824,p1042,178.65,16,2,False
1227,p3051,p3539,470.54,24,3,False
1228,p4261,p4942,611.64,8,7,False
1229,p1683,p4389,417.33,4,3,False
1230,p4516,p2145,489.14,21,5,False
1231,p4150,p2360,692.91,4,4,False
1232,p2534,p2384,529.51,14,4,False
1233,p1078,p182,313.8,12,4,False
1234,p3086,p3060,109.59,1,2,False
1235,p4583,p4747,764.59,21,2,False
1236,p4397,p4310,613.92,9,5,False
1237,p4130,p1114,510.72,5,1,False
1238,p3163,p2492,794.34,14,3,False
1239,p1659,p2083,507.25,2,6,False
1240,p3159,p1498,580.18,15,4,False
1241,p987,p4564,793.52,15,1,False
1242,p508,p4572,272.98,4,7,False
1243,p357,p3424,666.17,4,3,False
1244,p4968,p1067,697.2,9,5,False
1245,p3277,p72,588.03,12,3,False
1246,p3343,p3030,729.67,20,1,False
1247,p320,p1693,795.52,16,7,False
1248,p1770,p3676,686.49,10,3,False
1249,p3989,p575,333.46,22,7,False
1250,p4352,p417,127.35,24,3,False
1251,p4963,p2228,444.67,21,6,False
1252,p2827,p2384,426.03,24,6,False
1253,p1582,p3936,565.82,12,1,False
1254,p2166,p1928,706.14,18,4,False
1255,p2893,p3618,742.05,24,1,False
1256,p1601,p4148,822.12,7,5,False
1257,p3126,p3794,604.44,17,1,False
1258,p1513,p4100,256.81,3,5,False
1259,p1372,p3930,383.66,23,1,False
1260,p2558,p1115,748.89,7,5,False
1261,p2434,p3472,576.92,6,2,False
1262,p1929,p4685,334.55,12,3,False
1263,p2566,p1645,375.32,3,2,False
1264,p2211,p4581,843.5,8,2,False
1265,p3601,p2864,726.13,2,2,False
1266,p829,p1161,487.94,15,5,False
1267,p1458,p3887,800.73,21,2,False
1268,p4617,p3866,211.09,4,4,False
1269,p1892,p2332,431.19,14,6,False
1270,p4735,p448,636.12,23,2,False
1271,p3793,p14,433.6,14,7,False
1272,p4857,p4858,405.49,7,2,False
1273,p4871,p3946,124.64,21,6,False
1274,p2652,p1149,687.93,8,1,False
1275,p1278,p804,174.24,16,2,False
1276,p1904,p1126,348.39,19,1,False
1277,p4968,p2299,702.86,15,4,False
1278,p892,p1365,384.83,16,7,False
1279,p738,p1257,359.52,10,1,False
1280,p3053,p887,140.72,15,2,False
1281,p4117,p3543,542.5,10,1,False
1282,p2216,p3902,689.92,2,2,False
1283,p329,p4345,218.53,9,1,False
1284,p873,p1223,322.88,5,2,False
1285,p4741,p4119,695.46,16,3,False
1286,p2204,p3043,797.85,17,6,False
1287,p1776,p4490,173.9,15,7,False
1288,p1271,p4240,721.32,24,2,False
1289,p984,p4486,404.12,13,7,False
1290,p4667,p844,620.98,22,2,False
1291,p3267,p950,317.33,21,7,False
1292,p2691,p1729,643.47,8,4,False
1293,p4500,p3569,620.34,23,4,False
1294,p4235,p1636,510.07,9,1,False
1295,p3714,p751,801.08,23,7,False
1296,p4151,p2099,723.71,13,6,False
1297,p1858,p4487,76.84,9,3,False
1298,p2480,p4034,19.16,16,6,False
1299,p4816,p166,568.93,12,4,False
1300,p863,p3111,720.58,23,2,False
1301,p2306,p1735,282.21,21,5,False
1302,p3479,p921,875.34,3,7,False
1303,p1352,p8,841.93,22,3,False
1304,p761,p3197,745.01,4,4,False
1305,p3158,p114,185.57,8,6,False
1306,p1006,p78,497.35,5,7,False
1307,p973,p473,549.29,10,2,False
1308,p1900,p1604,669.65,8,7,False
1309,p4934,p1502,399.2,13,6,False
1310,p467,p78,760.86,18,1,False
1311,p1128,p2171,632.32,6,2,False
1312,p3320,p1995,165.16,15,4,False
1313,p752,p3284,438.43,9,7,False
1314,p518,p1869,302.88,6,4,False
